id,revenue
3001,32969571.12874748
3002,5290232.052624284
3003,20514761.739711784
3004,23903115.459575985
3005,-2516147.842919672
3006,52940427.714227654
3007,-238682.88764002145
3008,19536419.873607595
3009,28230080.280345302
3010,403989597.2948619
3011,-4344109.618928099
3012,3546536.1190525047
3013,33622923.504597396
3014,8683435.111421194
3015,-1582045.183671883
3016,6434512.49885113
3017,162361652.20026365
3018,96348994.44836167
3019,34298737.80460099
3020,728461555.1339127
3021,68439175.2173509
3022,53770331.38180073
3023,-1539770.5019204544
3024,21581238.839988414
3025,4410181.103990842
3026,174421302.11052713
3027,7427522.507013934
3028,133726693.56231304
3029,20935045.573536992
3030,36811209.04718251
3031,-106198.89927710577
3032,11452155.746830516
3033,5096465.966645863
3034,-2664803.4435996125
3035,36440041.46061441
3036,32500195.96210126
3037,109594548.50559422
3038,-13087087.950320112
3039,-2932313.6125316573
3040,-6392170.726383292
3041,42849628.424369335
3042,-1617849.199847399
3043,50227556.74147701
3044,4803137.390452039
3045,380407534.7112742
3046,16038945.033916853
3047,645795.8781050307
3048,30557828.062882513
3049,89201686.15919077
3050,88285171.5549235
3051,-5747777.106665961
3052,19593038.45977876
3053,11929988.110083165
3054,-1086787.1759238401
3055,105909688.90653901
3056,616220.203881177
3057,78411034.9698183
3058,598612107.6925807
3059,-5558987.889843932
3060,142381537.7287589
3061,47631808.82405021
3062,51108794.20550918
3063,92167435.69804719
3064,98029864.52965221
3065,24629010.556650788
3066,115858024.76501359
3067,-2831624.3785390332
3068,87311986.23597467
3069,243124109.0907663
3070,7900251.897575125
3071,6346185.565651361
3072,662917392.5357473
3073,1470155.4191965095
3074,-1081532.5201549572
3075,63654031.928026214
3076,214360140.51416972
3077,7449982.466608784
3078,209554676.93424568
3079,48766585.533439495
3080,109005133.52565253
3081,17658809.4377375
3082,28758188.404787865
3083,7226148.149199007
3084,368708.8481787114
3085,28927810.26485117
3086,104511937.47574878
3087,5760035.730687065
3088,95601.19182847037
3089,-3882398.3566320026
3090,29671099.36718288
3091,38974853.18349535
3092,21049397.95403528
3093,307446072.16732913
3094,97715412.22116442
3095,84504874.9620476
3096,11107814.001473194
3097,911227474.1794993
3098,62246153.01091125
3099,51460204.62406301
3100,-20624521.092859045
3101,14211021.651465075
3102,26682987.157125197
3103,35246830.6739227
3104,9199052.367221331
3105,69499387.65692703
3106,43625264.08683852
3107,-3308528.759180899
3108,18336554.476781894
3109,39487743.003295176
3110,283174460.0514324
3111,9218148.205391653
3112,2386045.518689476
3113,17716863.229292303
3114,23923159.76732765
3115,16794062.658190336
3116,25052704.093965817
3117,3325094.307935377
3118,30991811.609722853
3119,164345818.45588773
3120,110214086.45463607
3121,5248861.22963638
3122,27625298.498039503
3123,2759556.519265338
3124,-7308208.205540028
3125,3215012.4855705025
3126,50464726.30292405
3127,16488955.311073968
3128,36073408.01016232
3129,337582077.3083971
3130,20097097.795904115
3131,-1309097.4738715983
3132,6530312.467703191
3133,45499047.52569263
3134,36875588.9533065
3135,7713645.512380714
3136,5446509.231761582
3137,156885644.3021184
3138,-4020437.756345425
3139,33495012.763701685
3140,95497831.7126593
3141,30378014.664409038
3142,7262865.336300147
3143,164773212.21720204
3144,14728367.499425193
3145,56844460.28201582
3146,2033064.655555887
3147,33761507.20526284
3148,7389919.0063919
3149,62682948.57131166
3150,88211768.76100604
3151,-2772649.8591607227
3152,14033868.154493852
3153,-2063720.6872455992
3154,12241770.793802874
3155,35112240.76865557
3156,32097941.000122678
3157,27012470.63899584
3158,215135718.41813067
3159,41337723.04781685
3160,31257220.509933084
3161,16393616.436825257
3162,48930188.662930734
3163,150626623.77070037
3164,18173321.786607392
3165,-2376168.075140364
3166,7798922.3340633195
3167,125310416.88819937
3168,2802845.326311641
3169,35053517.11905347
3170,42252051.292182446
3171,151118550.7650623
3172,20000448.532574847
3173,1675245.6905376562
3174,14035338.066523658
3175,26500319.11641064
3176,43413016.91742238
3177,116464122.48839532
3178,6086726.830253398
3179,-5778164.660318651
3180,33197660.26214301
3181,6197181.8094078135
3182,269625430.60522425
3183,60528832.978618056
3184,62897310.891074404
3185,78178241.0995821
3186,76618572.56912433
3187,44782634.413057745
3188,20364561.88652481
3189,78925354.73934163
3190,74032848.20743036
3191,22487978.259996373
3192,58372742.70004535
3193,372121791.1985731
3194,85003110.21862888
3195,13559475.21977701
3196,-315242.5824846136
3197,-1068385.7178113963
3198,233082283.95856753
3199,313802604.08090913
3200,18371534.053479794
3201,22337616.535305325
3202,2114206.507782276
3203,12170564.222577764
3204,6381034.587051067
3205,4683064.955959888
3206,-1265300.0051451856
3207,50616927.39460132
3208,8380526.6032407405
3209,10593925.998414805
3210,617125697.7515941
3211,10379701.761932591
3212,3879525.9956192235
3213,114190829.54949409
3214,26782237.5766634
3215,21582847.362058062
3216,6230639.913336322
3217,415022018.219429
3218,16560927.606112454
3219,10800410.928334164
3220,264248125.4458627
3221,-3123285.6270915507
3222,2262583.7445438975
3223,123831299.26682994
3224,19310191.211939786
3225,15730229.290595397
3226,2897455.1031489633
3227,78581160.27049918
3228,302619983.1335427
3229,199726983.68284136
3230,50210524.739980176
3231,96841014.78909211
3232,3484293.725634433
3233,25757265.11511487
3234,19040617.977542758
3235,81779247.30000341
3236,545420.3881261274
3237,3769233.396327664
3238,553046.7077975566
3239,5810892.292355939
3240,436661625.03044635
3241,14719715.684217589
3242,4528899.447507
3243,4520102.504001196
3244,7004411.585899902
3245,16896480.775075383
3246,45279279.57246199
3247,-8174440.78948581
3248,44263809.287750304
3249,54863410.435763754
3250,276498496.47017765
3251,16719270.07994518
3252,35015589.430331565
3253,107257618.09710036
3254,12131490.623294752
3255,14965794.562574912
3256,108584308.57196641
3257,28274415.821697127
3258,50374995.40959045
3259,85950297.17105223
3260,-15787911.488141261
3261,642502748.5146756
3262,18741764.665193055
3263,1713731.9890259374
3264,-523767.7706661904
3265,-2459903.457619034
3266,-2483860.89542474
3267,20787560.20419908
3268,-6121884.4507588865
3269,35089259.35124416
3270,68571707.94431528
3271,20382695.727358002
3272,13384355.53737525
3273,32460504.37119496
3274,647793707.835872
3275,7262950.6414079955
3276,5022542.948174452
3277,48363546.377959
3278,87666646.9797607
3279,49906592.72612342
3280,421941815.6409053
3281,4911878.5270505445
3282,4095200.028708847
3283,237946404.58961183
3284,85619165.22210844
3285,91409347.01884508
3286,8827737.993632719
3287,15820728.776438056
3288,23471715.149127655
3289,82369217.39839666
3290,53182950.93352186
3291,130855302.49407963
3292,349031733.6752208
3293,64588741.89959511
3294,14450393.621392187
3295,9379874.375507468
3296,6703233.69158911
3297,6397655.67253485
3298,26586680.127439093
3299,1916555.0976180956
3300,67985724.49581832
3301,4371882.937998929
3302,14181016.059182474
3303,7020117.762406376
3304,64118536.41225327
3305,44481825.963174425
3306,2087880.639179634
3307,29006213.62449041
3308,24247605.176664732
3309,6279007.01074998
3310,-6221473.647845825
3311,16731887.278296342
3312,62692056.12683938
3313,99491303.39599666
3314,33879859.75474034
3315,37383581.49238611
3316,33199592.848672226
3317,5185270.041818016
3318,6555000.26481792
3319,10476189.156381078
3320,21708667.830109265
3321,31865755.38484507
3322,26301577.740574244
3323,150674363.3534726
3324,21416964.09309842
3325,83378488.3719576
3326,415276891.25318
3327,65088162.69049001
3328,42260470.56692248
3329,13266029.184182731
3330,139283117.90603754
3331,1840797.9441384915
3332,56621694.25769113
3333,339186102.4858355
3334,14001106.525740365
3335,8364153.761598622
3336,41964768.33409416
3337,10323428.612008331
3338,5323618.467655611
3339,9615736.702825097
3340,108356091.38582921
3341,-5047314.9913207255
3342,88258839.29792866
3343,79729319.01612535
3344,9078934.88917624
3345,20398701.41255717
3346,44348689.043626584
3347,-3116058.642932374
3348,69358636.70548633
3349,124985539.9002882
3350,303913096.5624146
3351,42034322.32291953
3352,15161318.583734397
3353,89531914.47728631
3354,15729135.61605995
3355,12204797.69632208
3356,27375047.80408047
3357,10709033.92317418
3358,33836042.153395906
3359,15996493.611254845
3360,21675491.49255185
3361,197715823.22419465
3362,50461429.10887521
3363,38506416.0867431
3364,11201157.64290076
3365,4720762.789772019
3366,87208895.53527048
3367,139425861.8634052
3368,-613544.0221083403
3369,17158909.92053916
3370,210522373.50096983
3371,24895536.35143103
3372,51593936.92866652
3373,101690490.9926049
3374,-13761781.171709718
3375,79464066.48114434
3376,16795818.59159875
3377,23504856.806314014
3378,10215496.249442533
3379,314330233.47741896
3380,42976172.86249863
3381,-516933.91142938635
3382,7440702.1440805355
3383,1829918.1861521003
3384,47959467.30504663
3385,111227412.85149284
3386,7562475.64949636
3387,-8686298.55800878
3388,65696123.98249882
3389,1241486984.5900025
3390,24932376.71854602
3391,13572862.173654959
3392,23819829.064631876
3393,23040623.43677065
3394,134648018.0755479
3395,256465211.37990403
3396,31923782.229511343
3397,-5950130.681055941
3398,311641735.71352696
3399,52104242.97507997
3400,5300991.8382541565
3401,-2705781.0414459514
3402,16978586.451868292
3403,207184260.97637433
3404,33995103.70100166
3405,27289494.69525122
3406,250890496.09597358
3407,315780391.11011946
3408,22973573.466402248
3409,5881313.637413127
3410,48560497.84482788
3411,87859253.3661882
3412,9988603.80834444
3413,39983142.86405739
3414,6389244.770706713
3415,-40914818.82109231
3416,76516838.26299737
3417,84946997.68008159
3418,83784902.32779507
3419,393131182.3246656
3420,-15463241.646833114
3421,10032577.702850854
3422,30211758.14755425
3423,441869310.59903145
3424,10080261.464307725
3425,-16426541.31279865
3426,18983673.80360333
3427,21862313.78301676
3428,16628493.946246795
3429,27146557.422584742
3430,866544029.1050457
3431,-4249547.587664547
3432,6758095.803804359
3433,50617416.387212515
3434,17121394.743757486
3435,467764475.0174715
3436,147777899.36295384
3437,35670167.23798336
3438,13303699.32648646
3439,101955025.50458755
3440,35874812.39058486
3441,69089969.82551585
3442,17607043.738683067
3443,8780904.818276878
3444,30422961.71622712
3445,72482951.05420166
3446,13153320.045582483
3447,17516467.061914515
3448,38463990.97092061
3449,3289374.748945864
3450,115979926.75460258
3451,10170432.981590236
3452,21280766.8215931
3453,104893506.96432954
3454,77015455.84218931
3455,-6894615.673606722
3456,128737625.24325849
3457,121632497.74693386
3458,-2372040.9395149164
3459,838957932.9859459
3460,15661132.086395288
3461,22015091.926181857
3462,38791351.52585308
3463,52659824.5320637
3464,7212313.789188677
3465,13229810.293420846
3466,54589392.52126104
3467,35348584.71376329
3468,85408385.06200208
3469,16777611.783727825
3470,-7171299.922963078
3471,52986388.83761451
3472,-2796657.5679885847
3473,72819558.95115125
3474,119074792.22746038
3475,354135456.4366756
3476,32107411.039336447
3477,40782543.47957439
3478,16405539.69692007
3479,250523003.29512858
3480,-8253072.315490491
3481,12722214.622775791
3482,-2685935.5280745532
3483,15193764.541357018
3484,-3403059.345072858
3485,116671983.38043359
3486,157362103.4477589
3487,127296922.64888647
3488,256379882.59431604
3489,8277643.048771584
3490,31319561.22662851
3491,28203475.18232376
3492,-27479067.77561
3493,50157423.308106154
3494,46993141.6871354
3495,130445311.3668621
3496,6460119.29758362
3497,107649021.73711248
3498,80844367.45302825
3499,-2293513.6169647533
3500,7130563.252797876
