id,revenue
3001,16807109.34169191
3002,16806961.017619517
3003,16807109.341691907
3004,16806975.061342753
3005,16806962.33614198
3006,16807109.34169191
3007,16807109.341706082
3008,16807207.75299424
3009,16807041.845566913
3010,16807638.98879759
3011,16806962.336141977
3012,16807109.34169191
3013,16806968.689728532
3014,16806961.264578383
3015,16807078.22072765
3016,16807109.34169191
3017,16807295.080321383
3018,16807607.98042646
3019,16807109.34169191
3020,16807408.397651285
3021,16807207.75299424
3022,16807078.220743455
3023,16807109.34169191
3024,16807165.865721047
3025,16807109.34169191
3026,16807280.40001439
3027,16806968.689728536
3028,16807409.386305813
3029,16806961.125501268
3030,16807280.40001439
3031,16806962.336163796
3032,16806962.595545713
3033,16806961.007010013
3034,16806961.061152194
3035,16807109.34169191
3036,16806970.26607927
3037,16807056.724471215
3038,16806991.14229321
3039,16807007.991798945
3040,16807109.34169191
3041,16807004.237202834
3042,16807109.34169191
3043,16806968.689728532
3044,16806971.991249375
3045,16807481.675121073
3046,16807109.341706082
3047,16807109.34170609
3048,16807046.681904715
3049,16807109.341691907
3050,16806964.85069607
3051,16806961.006990775
3052,16807078.22072765
3053,16807109.341691904
3054,16807109.34169191
3055,16807265.729428943
3056,16807109.34169191
3057,16807486.004285503
3058,16807408.397651285
3059,16807109.34169191
3060,16807486.004285503
3061,16807019.59958654
3062,16807109.34169191
3063,16807056.72445428
3064,16807617.0920591
3065,16807078.22072765
3066,16807353.305722307
3067,16807109.34169191
3068,16807078.22074241
3069,16807493.2356686
3070,16807109.341691907
3071,16806961.61047064
3072,16807446.962074168
3073,16807109.341691907
3074,16807109.34169191
3075,16807011.640190177
3076,16807584.227315176
3077,16806994.199344866
3078,16807353.305722307
3079,16807139.149473667
3080,16807486.004285503
3081,16806961.886852067
3082,16807109.341691907
3083,16807007.868424073
3084,16806961.007018387
3085,16806982.85000812
3086,16807353.305722304
3087,16807109.34169191
3088,16807109.341691904
3089,16806961.00809541
3090,16807101.45569996
