id,revenue
3001,24363252.4826971
3002,951196.9092600793
3003,24662001.39225772
3004,54485809.25578125
3005,5451513.814611018
3006,35787688.985063806
3007,3967433.0073888823
3008,22118822.376317732
3009,30585644.251505725
3010,379804960.1493777
3011,-709067.6702230275
3012,-158977.2412261963
3013,44515667.53255798
3014,2029896.078844577
3015,25366708.537730716
3016,2366568.1219583526
3017,125778347.65405482
3018,132631257.54216388
3019,27758756.560024574
3020,394702177.0284976
3021,63104819.46971845
3022,73903429.79981796
3023,1736605.9154030085
3024,30297626.68029724
3025,5512911.7429770455
3026,131979197.26451051
3027,13502055.207717396
3028,142451298.259562
3029,20837357.29695013
3030,49157682.06287832
3031,18915158.446837053
3032,-1734704.053715974
3033,-2564348.948226869
3034,-5907650.570762768
3035,23193923.969371155
3036,11485119.353076458
3037,98179330.62755442
3038,22414544.256316446
3039,15162445.337868042
3040,-10285696.994663775
3041,31379997.814206563
3042,3578225.4423406944
3043,46378275.33433654
3044,14755253.858784221
3045,404894007.81386405
3046,14175174.947857507
3047,12517849.276104167
3048,31806749.065501444
3049,54406983.70224963
3050,76197855.28221545
3051,-1208923.705015406
3052,21168317.113674127
3053,2283783.2693078816
3054,-5478141.1746619195
3055,68382359.61984533
3056,-1844031.776047811
3057,69801837.0875962
3058,364836213.0178469
3059,1942000.4250082448
3060,113963676.46278304
3061,50997599.545260005
3062,77464657.46213913
3063,75903053.3228026
3064,109193341.07568522
3065,32684577.079282627
3066,117871473.11294042
3067,13887129.480523385
3068,64954480.91535218
3069,241439355.8418101
3070,7450526.173674993
3071,10841669.356912531
3072,459058622.155442
3073,7729910.304605231
3074,-6144.3755379244685
3075,45739863.41082558
3076,254172881.0470538
3077,37116706.05592747
3078,204958009.61623457
3079,32796064.148190483
3080,118662934.63675311
3081,26592714.979836144
3082,16653115.156601608
3083,12535835.880531162
3084,1951969.221963741
3085,39874503.26904782
3086,85630648.30036947
3087,5840976.95465672
3088,-2552083.7220374495
3089,-11771750.680255532
3090,24785778.495962337
3091,42268843.53512026
3092,17079553.77625066
3093,292162476.8402103
3094,136792614.47394532
3095,62759399.58598423
3096,3440501.635083869
3097,945287744.9647523
3098,48310661.64412534
3099,78521620.5774646
3100,-5318228.978372693
3101,17809872.139529116
3102,6161525.717167199
3103,17056709.03897044
3104,2917455.986058496
3105,111757900.35385856
3106,128051225.45317143
3107,44234005.597328946
3108,14811145.320504755
3109,29506767.550508305
3110,323331578.16525376
3111,13105524.246959478
3112,-2261349.0389663577
3113,24999906.988438725
3114,43362489.95284964
3115,20201801.048599117
3116,33708174.176406644
3117,2952518.2453773394
3118,13068910.652885094
3119,143236602.6760705
3120,129285494.50597742
3121,20749065.951827936
3122,24503470.458647184
3123,-122444.35968571901
3124,1568433.7257972807
3125,-521208.2096643001
3126,42683100.87631878
3127,13606286.997613765
3128,29358391.8307165
3129,351587681.64757675
3130,29620140.740336016
3131,9235326.786281526
3132,14929094.840857334
3133,30453486.822901927
3134,19628924.907949865
3135,6714888.907338835
3136,10129524.87347231
3137,109639170.93812898
3138,4941831.444512308
3139,39084499.10681856
3140,92682193.41005197
3141,26861781.8093455
3142,5902954.780836411
3143,107016622.76142164
3144,19484942.17864731
3145,72297915.36403191
3146,-2277331.166512996
3147,25062348.621554144
3148,18130717.439197265
3149,102660060.5268246
3150,116395827.78529641
3151,5113861.949758269
3152,6267533.1274084225
3153,11472739.316020742
3154,15870520.555637144
3155,23527467.377579346
3156,41209802.23071243
3157,46354932.35040516
3158,203422772.59350902
3159,22824388.945050173
3160,26703954.262972496
3161,3028166.574160315
3162,10708733.527751856
3163,103434648.29532689
3164,547772.8766174167
3165,-4511749.675380796
3166,3770856.937910676
3167,56984207.04624094
3168,5852118.9356946945
3169,15990610.540318683
3170,66101806.40369631
3171,88605335.54647273
3172,43058141.722185165
3173,-3766211.592498973
3174,551890.5705333799
3175,30716051.44481563
3176,42702011.22167812
3177,73319192.3422176
3178,3396182.825195186
3179,7854627.1783880815
3180,24533768.624987982
3181,1628122.6306356713
3182,216956214.91993684
3183,57164823.79829445
3184,59694021.43565216
3185,97054407.16617896
3186,84025010.9545572
3187,27626548.657018952
3188,8563801.861280896
3189,89617188.48630546
3190,60249841.148216195
3191,32151748.396262787
3192,37236097.59702723
3193,373624560.978352
3194,97126417.5860097
3195,-3220674.738507822
3196,2343255.44810842
3197,16627101.60580784
3198,224974242.0633107
3199,303431336.2155304
3200,26243157.51192431
3201,42297981.58448936
3202,14677170.643097475
3203,1600365.003446564
3204,910720.4372077659
3205,10369136.191845983
3206,27049057.392903805
3207,39145095.744715
3208,6919409.015660465
3209,6762631.717509367
3210,643813057.5408226
3211,-1985400.3590454012
3212,25518647.602058426
3213,107865888.48949203
3214,20595938.726694427
3215,23878708.839705884
3216,7210787.598629579
3217,389694844.1086827
3218,18578934.205377772
3219,1121598.4574386925
3220,134007503.92289731
3221,2694649.9451324493
3222,7714705.104409285
3223,49409714.068134755
3224,19207642.204383276
3225,18419154.41477246
3226,8966808.428637765
3227,110883347.21646976
3228,240886393.2737476
3229,205831094.9457926
3230,51060651.672641784
3231,58265433.472130425
3232,36383611.39381169
3233,17697822.280498788
3234,14388643.664117798
3235,63246335.307336606
3236,2360016.813198976
3237,24142707.14717003
3238,11111906.033807814
3239,6471941.7722090185
3240,470979983.06472754
3241,1045581.4560445175
3242,1629813.6004714593
3243,11864293.846194677
3244,7251588.619800836
3245,17137273.59400753
3246,31815193.734289043
3247,26703469.865157597
3248,69396660.78542422
3249,44973249.679365255
3250,334359883.04478294
3251,7619701.94197569
3252,24835527.79983598
3253,98717700.35537815
3254,5009855.6006013155
3255,2732819.0905716643
3256,57650934.126482084
3257,27154454.753692962
3258,41036422.801251546
3259,66402980.30439944
3260,4299045.210816458
3261,709922574.5266614
3262,47635919.353886634
3263,12786606.599166214
3264,2573397.311387278
3265,-5343684.20028235
3266,1806178.7867658064
3267,29306659.287612177
3268,-9143200.281429395
3269,53226618.57617204
3270,58312831.83549802
3271,2959795.9510748833
3272,15344699.721667707
3273,6197581.72158353
3274,507490109.2334573
3275,11074645.802142791
3276,9669978.526824184
3277,30018853.061850898
3278,78711561.67971599
3279,49671880.7775785
3280,315695386.5208119
3281,-5068471.30488655
3282,6804551.051722385
3283,281568944.09070355
3284,70543931.91475259
3285,58639359.68725207
3286,3059625.421430491
3287,17119448.645587295
3288,15688225.706198178
3289,59944344.56996148
3290,63627823.59736641
3291,100649036.23195666
3292,458504856.16716594
3293,54033527.834648415
3294,5450583.532862149
3295,-3488714.6470083445
3296,1072141.6514152512
3297,4537566.202251911
3298,40211093.20637123
3299,1666970.6307450682
3300,18064803.38102012
3301,8230955.245827191
3302,12373962.106926776
3303,8640146.741868876
3304,38021724.84473571
3305,63163984.62658544
3306,4528795.417814605
3307,39177789.38358545
3308,33653647.5473171
3309,3770857.3856513426
3310,-124219.35899386555
3311,22980580.51097571
3312,53682699.700123906
3313,81563864.07177271
3314,23117443.94612506
3315,80056914.89873466
3316,12621753.88149812
3317,8878257.92890343
3318,-3014032.8107694834
3319,7669219.978865579
3320,28301861.949625768
3321,24287676.246672124
3322,18985340.730604082
3323,134305008.0050711
3324,15952088.939281426
3325,82299749.09298521
3326,304159680.4018712
3327,53239248.62452783
3328,39650202.29584887
3329,14546395.90824034
3330,107531117.06171423
3331,16766585.878566451
3332,45840342.668680176
3333,297630892.9754176
3334,12110878.229832068
3335,33357304.508222777
3336,30817285.570577174
3337,-7932719.194088206
3338,9463247.23195088
3339,5506782.789273009
3340,100860832.29436278
3341,5532748.579344675
3342,90557052.98649621
3343,76618749.53099114
3344,-1294915.45566459
3345,36636176.37097949
3346,29854514.3558532
3347,-1741738.265404418
3348,63558652.357119665
3349,87860962.81775227
3350,319283899.24521327
3351,31261417.056226708
3352,2382886.4140780494
3353,80321590.13155709
3354,19032138.328693233
3355,9651339.725291044
3356,11676992.631264143
3357,9378181.17908062
3358,30578878.66521302
3359,16792713.193147108
3360,21552161.842424594
3361,178375246.3592896
3362,31009821.810649693
3363,20637746.39508865
3364,20185561.579889826
3365,-3132856.3457603604
3366,108036733.74041724
3367,121091365.35236834
3368,3327733.8872738704
3369,48872042.98131968
3370,170521984.2051717
3371,40784175.05263506
3372,54976727.0767392
3373,71657203.59324591
3374,12628175.049643293
3375,67274469.27280396
3376,25705057.59082008
3377,36981534.321246564
3378,2957726.2887779176
3379,321371583.0914506
3380,52717704.191096276
3381,-1046098.3514867574
3382,3516101.151135169
3383,8493787.946848378
3384,54865140.831792966
3385,95463827.96487358
3386,10773139.345138595
3387,5722265.631037116
3388,86023133.20000322
3389,1285923300.2444751
3390,17341799.287485726
3391,27224617.495496638
3392,23143871.603296705
3393,11019695.141514942
3394,133284110.9862664
3395,221455290.82654554
3396,17417823.23847624
3397,-11058344.866124794
3398,386843769.10543776
3399,66958114.679662086
3400,23457385.25410434
3401,10019420.194253355
3402,9731481.523831546
3403,108082464.56042382
3404,20833746.75080543
3405,15932987.251078188
3406,248894806.5298701
3407,258567843.08765176
3408,37679248.320442855
3409,15718398.178178295
3410,36026316.0364569
3411,72636591.47069569
3412,19681026.595350936
3413,46714737.8850945
3414,1969052.3350505903
3415,20701956.216295168
3416,131924391.57750818
3417,75410956.55566518
3418,81966266.57454766
3419,412710011.04894984
3420,-1065269.0895118117
3421,22272474.743036106
3422,37453959.11995238
3423,493823293.85202533
3424,7788393.0482329205
3425,12356686.03529714
3426,7147621.530259959
3427,19921535.664204583
3428,-4770977.836832628
3429,28675200.460102186
3430,584285927.4118662
3431,-285049.5421113223
3432,11625500.800847374
3433,23062862.169713557
3434,23077519.75091017
3435,494942383.13177794
3436,127319606.65248899
3437,12038691.236107878
3438,34946290.68105045
3439,66647735.0033692
3440,19518323.048402958
3441,77385822.36068106
3442,10213701.54769472
3443,8429208.930279769
3444,3442315.4273584783
3445,96210157.85605438
3446,-6199496.529368892
3447,11006913.22037708
3448,38607160.23167636
3449,8687651.379178546
3450,111649143.15503216
3451,19432458.619924687
3452,23053468.996727757
3453,66159123.25022743
3454,42221331.22015904
3455,2860259.6249396726
3456,111948106.84169863
3457,61719633.069132015
3458,2101670.6310637593
3459,710698440.3273823
3460,22516183.146570824
3461,21019823.081346802
3462,49870091.2657283
3463,68571658.81946155
3464,5567509.103057414
3465,23166709.306134455
3466,69343241.65752034
3467,28519973.753563873
3468,117961636.43040575
3469,19823958.66963903
3470,-1568681.1246281564
3471,79988591.32393336
3472,-2213736.6465670466
3473,43963211.706484824
3474,125749428.83646248
3475,289272292.15475297
3476,10028399.381617509
3477,66171673.66618871
3478,7916838.615637176
3479,318848998.58571637
3480,7721258.216755725
3481,4871803.706980996
3482,14757194.969375797
3483,5280934.565172307
3484,-1283436.0511523485
3485,117809318.05802241
3486,173003997.6008209
3487,93462115.326056
3488,344165666.3160662
3489,8100330.090259939
3490,26141245.942808487
3491,26130732.263387375
3492,-1311843.6284522861
3493,36766948.75240199
3494,36368233.287021995
3495,118462921.89201461
3496,5581705.46388828
3497,62571863.78190188
3498,71678967.61844237
3499,31525031.250920616
3500,872906.1916848272
3501,96306012.66149881
3502,69367307.87033184
3503,14454092.141396314
3504,37351455.528629474
3505,2063619.6159771755
3506,107350272.48041975
3507,314784122.55188906
3508,21720663.10994465
3509,52021444.55945389
3510,25190108.84272401
3511,70227588.67842597
3512,154031365.80686668
3513,3802203.944779642
3514,26531054.109531447
3515,15564749.3751617
3516,37885347.651707456
3517,528690151.9098793
3518,30110186.5563322
3519,17352655.493103266
3520,12226918.388269916
3521,5898948.7699155435
3522,2252146.308425121
